product_id,product_name,category,subcategory,brand,selling_price,product_cost,product_rating,launch_date
525,Puma Running Shoes,Fashion,Men Footwear,Puma,2675.87,1735.0,2.54,2022-07-22
526,HP Pavilion Gaming 128GB,Laptops,Gaming Laptops,HP,69280.39,44776.8,3.97,2022-07-04
527,Aashirvaad Atta 10kg Edition,Grocery,Staples,Prestige,1152.55,1008.84,2.95,2023-01-04
528,boAt Car Charger Edition,Mobiles,Accessories,boAt,1071.66,672.85,4.19,2023-11-12
529,Philips Beard Trimmer Series 3000 Silver,Beauty,Personal Care,Philips,2902.91,1759.3,4.85,2024-01-11
530,Nivea Body Lotion 400ml 128GB,Beauty,Skincare,Nivea,318.6,230.63,3.33,2022-11-16
531,HP Pavilion Gaming Silver,Laptops,Gaming Laptops,HP,58790.28,37926.23,2.65,2023-09-01
532,Noise Pulse 2 Max,Electronics,Wearables,Noise,3702.86,3145.0,4.12,2022-12-12
533,HP 250 G8 Pro,Laptops,Budget Laptops,HP,32637.56,19594.23,4.69,2022-09-28
534,Aashirvaad Atta 10kg Black,Grocery,Staples,Prestige,1012.79,622.09,4.69,2024-03-23
535,Philips Hair Dryer Blue,Beauty,Personal Care,Philips,1119.88,934.83,3.3,2023-10-12
536,Puma Softride Rift Pack of 2,Fashion,Men Footwear,Puma,2418.45,1937.02,3.8,2024-02-19
537,Apple MacBook Air M1 Pro,Laptops,Thin & Light,Apple,127206.42,107723.87,3.57,2022-02-17
538,Nivea Soft Cream 300ml 256GB,Beauty,Skincare,Nivea,636.0,389.75,3.43,2022-03-16
539,Noise ColorFit Pro 4 Pack of 2,Electronics,Wearables,Noise,3567.48,3059.92,4.06,2022-08-31
540,Apple iPhone 14 Silver,Mobiles,Smartphones,Apple,107051.36,88621.86,4.5,2023-10-18
541,LG Direct Cool Refrigerator Black,Home Appliances,Cooling,LG,43654.41,30494.93,4.21,2022-11-06
542,Apple iPhone 14,Mobiles,Smartphones,Apple,62378.47,45629.99,2.51,2023-05-18
543,HP Omen 16 Pro,Laptops,Gaming Laptops,HP,59778.75,39853.42,3.97,2022-05-24
544,Samsung Galaxy A54 Edition,Mobiles,Smartphones,Samsung,28257.91,23650.21,3.47,2022-04-28
545,Tata Salt 1kg 128GB,Grocery,Staples,Prestige,470.77,336.47,3.46,2023-01-31
546,HP Victus 15 Blue,Laptops,Gaming Laptops,HP,90167.22,72659.2,3.79,2022-04-29
547,Puma Track Pants Blue,Fashion,Apparel,Puma,1846.34,1234.98,2.63,2022-03-10
548,Philips Hair Dryer Pack of 2,Beauty,Personal Care,Philips,1506.84,1161.51,3.22,2023-07-16
549,HP 250 G8 Pro,Laptops,Budget Laptops,HP,36173.12,29809.16,3.09,2023-03-16
550,boAt Rockerz 255 Black,Electronics,Audio,boAt,2021.43,1384.58,2.61,2024-01-27
551,Puma Women Sports Bra Edition,Fashion,Women Apparel,Puma,2682.04,2031.64,2.86,2022-02-13
552,Noise Buds VS102 Pro,Electronics,Audio,Noise,2589.95,1881.84,4.51,2022-12-28
553,Nivea Body Lotion 400ml Blue,Beauty,Skincare,Nivea,620.66,408.31,4.44,2023-05-14
554,Prestige Sandwich Maker Edition,Home Appliances,Kitchen,Prestige,1946.28,1275.7,4.8,2023-02-08
555,Samsung Galaxy M34 Blue,Mobiles,Smartphones,Samsung,49699.72,32203.92,3.92,2024-02-23
556,Fortune Sunflower Oil 5L Edition,Grocery,Staples,Prestige,959.6,580.92,3.2,2022-11-08
557,HP 250 G8 256GB,Laptops,Budget Laptops,HP,40353.14,28396.23,3.53,2023-12-30
558,boAt Power Bank 10000mAh 256GB,Mobiles,Accessories,boAt,1137.46,713.59,4.86,2023-12-18
559,Philips Induction Cooktop Blue,Home Appliances,Kitchen,Philips,7185.86,4971.16,3.38,2022-09-15
560,HP Chromebook 14 256GB,Laptops,Budget Laptops,HP,30947.74,25721.91,2.88,2022-06-05
561,Samsung Galaxy S23 FE XL,Mobiles,Smartphones,Samsung,23226.57,16230.0,3.11,2023-02-17
562,Puma Casual Tee 256GB,Fashion,Women Apparel,Puma,2288.25,1764.23,4.09,2023-05-04
563,Puma Casual Tee Black,Fashion,Women Apparel,Puma,2298.67,1858.99,2.76,2023-06-24
564,Puma Casual Tee 128GB,Fashion,Women Apparel,Puma,2777.89,1979.43,4.55,2022-10-20
565,Tata Salt 1kg,Grocery,Staples,Prestige,823.08,555.54,4.02,2023-07-02
566,Nivea Roll-On Deodorant V2,Beauty,Skincare,Nivea,601.7,524.22,3.12,2023-12-16
567,Prestige Sandwich Maker 256GB,Home Appliances,Kitchen,Prestige,3731.6,2353.75,3.39,2023-04-04
568,Apple MacBook Air M2 Pro,Laptops,Thin & Light,Apple,163028.84,127250.52,2.75,2024-02-23
569,Puma Sports Jacket 256GB,Fashion,Apparel,Puma,1937.28,1541.67,3.31,2023-09-16
570,LG 1.5 Ton 5 Star AI Dual Inverter Split AC Blue,Home Appliances,Cooling,LG,21654.56,18316.45,4.3,2024-02-02
571,Apple MacBook Pro M3,Laptops,Thin & Light,Apple,136354.08,95227.65,4.87,2022-12-11
572,Philips Beard Trimmer Series 3000 V2,Beauty,Personal Care,Philips,2920.51,2476.47,2.79,2022-08-20
573,boAt Rockerz 255 Silver,Electronics,Audio,boAt,2677.84,2273.14,2.68,2022-06-12
574,Noise Pure Pods,Electronics,Audio,Noise,2746.95,2183.23,4.88,2023-01-30
575,Samsung Galaxy M14 5G Edition,Mobiles,Smartphones,Samsung,49336.95,38866.65,3.08,2023-12-07
576,Apple MacBook Air M2 Pack of 2,Laptops,Thin & Light,Apple,152207.42,91959.89,2.79,2022-04-09
577,Apple iPhone 13 Blue,Mobiles,Smartphones,Apple,44786.03,27585.4,3.15,2023-09-03
578,Samsung Galaxy M14 5G,Mobiles,Smartphones,Samsung,41356.77,28255.0,3.11,2024-02-13
579,Apple iPhone 15 Pro Edition,Mobiles,Smartphones,Apple,96143.92,70219.85,4.1,2023-06-25
580,boAt Power Bank 10000mAh 128GB,Mobiles,Accessories,boAt,870.31,758.41,3.05,2024-02-06
581,Philips 750W Mixer Grinder 128GB,Home Appliances,Kitchen,Philips,5438.01,3770.19,4.95,2023-11-29
582,Puma Smash v2 Sneakers Blue,Fashion,Men Footwear,Puma,5287.79,4116.09,3.84,2024-03-03
583,Apple MacBook Air M2 V2,Laptops,Thin & Light,Apple,129245.7,99955.47,3.96,2024-02-10
584,Puma Women Leggings Black,Fashion,Women Apparel,Puma,2326.41,1905.1,4.97,2024-04-12
585,Noise Pure Pods Blue,Electronics,Audio,Noise,1310.79,952.68,4.63,2022-12-09
586,Prestige Induction Cooktop XL,Home Appliances,Kitchen,Prestige,1501.47,1169.97,3.31,2022-09-08
587,Apple iPhone 12 Edition,Mobiles,Smartphones,Apple,108314.66,69722.43,3.51,2023-09-11
588,Puma Track Pants 128GB,Fashion,Apparel,Puma,2898.84,1944.17,3.22,2024-02-21
589,Philips Hair Straightener XL,Beauty,Personal Care,Philips,2374.59,1588.5,3.45,2022-10-05
590,LG 1.5 Ton 5 Star AI Dual Inverter Split AC 128GB,Home Appliances,Cooling,LG,19908.38,15059.47,2.73,2023-01-05
591,boAt Airdopes 141 V2,Electronics,Audio,boAt,1912.99,1570.84,3.89,2023-08-19
592,Philips Hair Dryer XL,Beauty,Personal Care,Philips,1067.91,898.39,3.84,2023-04-21
593,LG Direct Cool Refrigerator,Home Appliances,Cooling,LG,47231.85,29756.76,2.57,2022-06-11
594,Noise Pure Pods Blue,Electronics,Audio,Noise,1492.9,1007.42,2.55,2022-10-22
595,LG 1.5 Ton 5 Star AI Dual Inverter Split AC Pro,Home Appliances,Cooling,LG,42135.25,35449.71,3.42,2022-09-07
596,boAt Type-C Cable Blue,Mobiles,Accessories,boAt,1371.16,1200.12,3.44,2023-09-22
597,Noise ColorFit Pro 4 Edition,Electronics,Wearables,Noise,2650.0,1743.77,3.64,2022-10-13
598,Noise Pure Pods Pro,Electronics,Audio,Noise,3271.1,2142.84,3.09,2024-02-01
599,Apple MacBook Air M2 256GB,Laptops,Thin & Light,Apple,119654.07,98796.39,3.21,2022-11-05
600,Philips Hair Straightener,Beauty,Personal Care,Philips,1808.13,1330.7,3.76,2022-07-01
601,Apple MacBook Pro M3 Pack of 2,Laptops,Thin & Light,Apple,131194.89,96103.27,3.5,2023-04-02
602,Prestige Sandwich Maker Silver,Home Appliances,Kitchen,Prestige,3153.82,2315.7,3.88,2023-07-22
603,Prestige Induction Cooktop Pack of 2,Home Appliances,Kitchen,Prestige,1974.14,1229.06,3.7,2022-03-26
604,HP Chromebook 14,Laptops,Budget Laptops,HP,31737.7,20545.4,3.47,2024-01-06
605,Noise ColorFit Pro 4 XL,Electronics,Wearables,Noise,3237.95,2222.66,4.6,2024-02-29
606,HP Pavilion Gaming Black,Laptops,Gaming Laptops,HP,87181.18,70718.76,4.46,2022-05-24
607,Prestige Sandwich Maker Silver,Home Appliances,Kitchen,Prestige,3784.6,2376.71,3.59,2024-04-02
608,Samsung Galaxy A54 Blue,Mobiles,Smartphones,Samsung,39712.41,33125.52,3.76,2022-08-07
609,boAt Nirvana Ion Silver,Electronics,Audio,boAt,3352.06,2713.48,4.88,2022-12-23
610,Puma Women Leggings 128GB,Fashion,Women Apparel,Puma,1489.26,1094.14,4.59,2022-07-08
611,LG 1.5 Ton 5 Star AI Dual Inverter Split AC 256GB,Home Appliances,Cooling,LG,19135.21,14099.63,2.98,2023-03-15
612,boAt Power Bank 10000mAh 256GB,Mobiles,Accessories,boAt,1008.02,851.32,3.03,2023-01-12
613,boAt Airdopes 141 V2,Electronics,Audio,boAt,2400.73,1622.02,4.7,2023-01-01
614,boAt Rockerz 255 V2,Electronics,Audio,boAt,1468.78,1196.6,4.67,2022-03-28
615,Aashirvaad Atta 10kg XL,Grocery,Staples,Prestige,513.46,431.53,4.61,2023-09-15
616,Apple iPhone 14 256GB,Mobiles,Smartphones,Apple,120778.74,72735.57,2.88,2023-03-10
617,boAt Stone 352 Speaker V2,Electronics,Audio,boAt,3079.68,2307.47,4.77,2024-01-20
618,Noise ColorFit Pulse Edition,Electronics,Audio,Noise,3480.15,2230.46,3.78,2022-03-25
619,Samsung Galaxy M14 5G Pro,Mobiles,Smartphones,Samsung,33190.64,22428.09,4.1,2023-03-26
620,Apple MacBook Pro M3 Black,Laptops,Thin & Light,Apple,172365.66,133444.87,3.31,2022-11-06
621,Philips Hair Dryer Pack of 2,Beauty,Personal Care,Philips,2134.64,1595.14,2.72,2023-01-09
622,Apple MacBook Air M2,Laptops,Thin & Light,Apple,135527.88,83279.49,3.39,2023-07-06
623,Philips 750W Mixer Grinder V2,Home Appliances,Kitchen,Philips,4342.57,2681.59,4.6,2022-02-16
624,Puma Smash v2 Sneakers V2,Fashion,Men Footwear,Puma,2799.12,2014.7,3.14,2023-05-10
625,Tata Salt 1kg Edition,Grocery,Staples,Prestige,334.12,274.01,4.39,2024-03-14
626,Puma Sports Jacket XL,Fashion,Apparel,Puma,2262.96,1618.91,3.79,2023-03-21
627,Apple iPhone 13 V2,Mobiles,Smartphones,Apple,43230.9,30980.74,4.15,2022-03-23
628,Apple MacBook Air M2 Silver,Laptops,Thin & Light,Apple,175107.4,115951.38,4.69,2022-10-04
629,Philips Air Fryer HD9200 Black,Home Appliances,Kitchen,Philips,8978.53,6698.78,4.28,2023-08-07
630,boAt Car Charger 256GB,Mobiles,Accessories,boAt,646.69,544.05,4.61,2024-03-17
631,boAt Nirvana Ion 256GB,Electronics,Audio,boAt,1700.48,1491.23,4.94,2022-10-29
632,Philips Hair Dryer,Beauty,Personal Care,Philips,2584.26,2119.38,4.46,2023-09-09
633,Apple MacBook Air M1 Blue,Laptops,Thin & Light,Apple,131443.04,98056.31,3.4,2022-10-07
634,Apple iPhone 13 256GB,Mobiles,Smartphones,Apple,128711.83,82656.48,2.55,2022-09-09
635,Prestige Induction Cooktop Blue,Home Appliances,Kitchen,Prestige,3970.58,3272.59,4.32,2023-12-26
636,boAt Type-C Cable V2,Mobiles,Accessories,boAt,915.13,744.7,3.83,2022-05-14
637,Samsung Galaxy M14 5G Pack of 2,Mobiles,Smartphones,Samsung,24290.06,16777.06,3.78,2022-11-07
638,Nivea Body Lotion 400ml Pro,Beauty,Skincare,Nivea,414.26,363.73,2.69,2022-02-28
639,boAt Stone 352 Speaker Edition,Electronics,Audio,boAt,1460.92,921.43,4.51,2024-02-17
640,Noise ColorFit Pulse Pack of 2,Electronics,Audio,Noise,3083.27,2449.12,4.8,2024-04-12
641,boAt Rockerz 255 Pack of 2,Electronics,Audio,boAt,1430.27,1202.02,2.5,2022-07-10
642,LG 260L Double Door Refrigerator 128GB,Home Appliances,Cooling,LG,42255.27,28855.96,3.4,2023-03-06
643,Puma Sports Jacket Edition,Fashion,Apparel,Puma,3058.33,2464.75,4.95,2022-07-21
644,Philips Beard Trimmer Series 3000 Blue,Beauty,Personal Care,Philips,2644.87,1737.24,4.49,2024-01-16
645,Nivea Roll-On Deodorant XL,Beauty,Skincare,Nivea,754.4,610.46,3.45,2023-12-18
646,boAt Car Charger Edition,Mobiles,Accessories,boAt,1812.4,1429.04,4.12,2023-05-26
647,HP 250 G8 256GB,Laptops,Budget Laptops,HP,27236.09,23371.83,4.22,2023-11-29
648,HP Chromebook 14 128GB,Laptops,Budget Laptops,HP,44986.01,39074.08,3.89,2023-08-11
649,Puma Sports Jacket,Fashion,Apparel,Puma,975.94,708.2,4.24,2023-10-01
650,Samsung Galaxy M14 5G Blue,Mobiles,Smartphones,Samsung,17350.56,12319.94,4.9,2022-10-05
651,HP Omen 16 XL,Laptops,Gaming Laptops,HP,82264.94,65586.14,4.08,2022-07-20
652,HP Chromebook 14 XL,Laptops,Budget Laptops,HP,40194.62,24507.63,3.47,2023-05-21
653,boAt Power Bank 10000mAh 256GB,Mobiles,Accessories,boAt,818.29,692.83,3.43,2022-10-18
654,Philips Hair Straightener Pack of 2,Beauty,Personal Care,Philips,1894.03,1567.22,4.9,2022-09-21
655,Puma Track Pants Silver,Fashion,Apparel,Puma,1461.36,1230.25,4.51,2023-02-12
656,Philips Beard Trimmer Series 3000 V2,Beauty,Personal Care,Philips,1650.33,1122.36,4.16,2023-09-21
657,HP Omen 16 Pack of 2,Laptops,Gaming Laptops,HP,60338.17,46153.34,3.04,2022-05-24
658,Puma Softride Rift Black,Fashion,Men Footwear,Puma,5224.75,3186.42,3.82,2024-01-03
659,HP Pavilion Gaming Edition,Laptops,Gaming Laptops,HP,70554.19,53707.69,4.03,2022-08-01
660,Samsung Galaxy M34 XL,Mobiles,Smartphones,Samsung,41679.89,34808.57,4.24,2023-09-10
661,HP Laptop 15s Silver,Laptops,Budget Laptops,HP,31896.24,20167.0,3.11,2023-07-27
662,boAt Airdopes 141 Pack of 2,Electronics,Audio,boAt,1180.85,773.57,4.96,2022-02-27
663,Noise Pulse 2 Max,Electronics,Wearables,Noise,4145.53,2713.39,4.19,2022-03-06
664,boAt Type-C Cable V2,Mobiles,Accessories,boAt,1666.41,1147.25,3.0,2023-07-02
665,Noise Buds VS102 V2,Electronics,Audio,Noise,2040.79,1253.47,4.97,2024-01-12
666,boAt Car Charger Blue,Mobiles,Accessories,boAt,996.62,722.09,2.77,2022-04-14
667,Puma Women Sports Bra Pro,Fashion,Women Apparel,Puma,2282.98,1997.13,4.59,2024-04-16
668,boAt Power Bank 10000mAh Silver,Mobiles,Accessories,boAt,734.86,530.6,4.12,2023-07-16
669,LG 260L Double Door Refrigerator Black,Home Appliances,Cooling,LG,22639.24,18411.92,4.89,2022-11-23
670,Puma Women Leggings XL,Fashion,Women Apparel,Puma,1896.46,1285.62,3.69,2022-12-29
671,HP Chromebook 14,Laptops,Budget Laptops,HP,24780.62,21148.79,2.83,2023-01-25
672,Puma Casual Tee Black,Fashion,Women Apparel,Puma,2275.78,1887.08,4.82,2023-07-25
673,Apple iPhone 13 V2,Mobiles,Smartphones,Apple,94567.66,66447.54,2.92,2023-09-29
674,Puma Casual Tee XL,Fashion,Women Apparel,Puma,2535.97,1930.01,2.53,2024-02-25
675,Noise Pure Pods V2,Electronics,Audio,Noise,1350.25,813.55,3.4,2022-10-14
676,Puma Softride Rift Black,Fashion,Men Footwear,Puma,2284.87,1699.37,2.59,2023-10-09
677,Philips Hair Dryer Silver,Beauty,Personal Care,Philips,1113.35,737.24,4.42,2024-04-09
678,Puma Sports Jacket Edition,Fashion,Apparel,Puma,2482.88,1914.71,4.03,2022-02-25
679,Puma Smash v2 Sneakers XL,Fashion,Men Footwear,Puma,3603.31,2386.29,4.94,2022-09-18
680,Nivea Roll-On Deodorant Edition,Beauty,Skincare,Nivea,237.17,161.01,2.8,2023-08-16
681,Nivea Soft Cream 300ml V2,Beauty,Skincare,Nivea,766.31,571.98,3.42,2023-12-16
682,boAt Type-C Cable Pro,Mobiles,Accessories,boAt,1436.09,1040.3,4.11,2023-07-03
683,Apple MacBook Air M2 V2,Laptops,Thin & Light,Apple,142391.0,123505.35,4.01,2022-10-02
684,Philips Beard Trimmer Series 3000 Pro,Beauty,Personal Care,Philips,2183.03,1591.01,3.3,2024-04-07
685,Noise Buds VS102 V2,Electronics,Audio,Noise,2479.15,2108.81,3.97,2022-11-24
686,Puma Sports Jacket 256GB,Fashion,Apparel,Puma,1482.12,1123.47,3.23,2022-03-05
687,Puma Casual Tee 256GB,Fashion,Women Apparel,Puma,1968.64,1471.09,4.62,2022-10-19
688,Philips Air Fryer HD9200 Pack of 2,Home Appliances,Kitchen,Philips,8747.72,6537.05,4.66,2022-04-07
689,HP Chromebook 14 Blue,Laptops,Budget Laptops,HP,41378.36,28695.92,3.84,2022-04-23
690,Puma Women Sports Bra Pack of 2,Fashion,Women Apparel,Puma,2245.24,1896.32,4.5,2024-03-02
691,Prestige Sandwich Maker Silver,Home Appliances,Kitchen,Prestige,1776.03,1122.24,2.81,2022-12-22
692,Puma Casual Tee Blue,Fashion,Women Apparel,Puma,2423.69,1513.38,2.99,2023-03-21
693,boAt Power Bank 10000mAh V2,Mobiles,Accessories,boAt,1188.09,922.64,2.75,2023-04-02
694,LG Direct Cool Refrigerator V2,Home Appliances,Cooling,LG,16383.26,11881.39,3.88,2022-06-01
695,Puma Sports Jacket Silver,Fashion,Apparel,Puma,887.94,704.39,2.89,2023-02-20
696,Apple iPhone 14 Silver,Mobiles,Smartphones,Apple,74127.77,51207.36,4.36,2024-04-05
697,Nivea Soft Cream 300ml,Beauty,Skincare,Nivea,415.23,266.06,4.32,2024-02-09
698,LG Direct Cool Refrigerator Edition,Home Appliances,Cooling,LG,38785.26,27860.6,3.39,2024-04-03
699,Puma T-shirt XL,Fashion,Apparel,Puma,3048.78,1960.06,3.73,2022-12-18
700,Philips Induction Cooktop Silver,Home Appliances,Kitchen,Philips,7717.28,6314.94,4.54,2023-06-12
701,Samsung Galaxy M34 Blue,Mobiles,Smartphones,Samsung,47197.58,29831.61,4.45,2022-09-02
702,Prestige Induction Cooktop Pack of 2,Home Appliances,Kitchen,Prestige,2389.45,1657.51,3.77,2024-02-26
703,Puma Softride Rift 256GB,Fashion,Men Footwear,Puma,2132.29,1294.14,4.29,2022-02-12
704,Puma Sports Jacket Black,Fashion,Apparel,Puma,2086.13,1711.61,3.43,2023-06-08
705,HP Laptop 15s 128GB,Laptops,Budget Laptops,HP,34487.91,22433.88,3.14,2023-01-07
706,Philips Hair Dryer Edition,Beauty,Personal Care,Philips,2585.08,2071.69,3.13,2022-03-16
707,Philips Hair Dryer V2,Beauty,Personal Care,Philips,2710.38,1796.32,3.87,2022-12-22
708,HP Victus 15 Pro,Laptops,Gaming Laptops,HP,71148.88,43529.15,3.3,2023-05-18
709,Noise Buds VS102 V2,Electronics,Audio,Noise,2013.15,1626.9,2.93,2024-03-07
710,HP Chromebook 14 XL,Laptops,Budget Laptops,HP,32724.34,24108.22,4.59,2023-07-27
711,HP Laptop 15s V2,Laptops,Budget Laptops,HP,26621.13,18337.91,3.04,2022-05-13
712,Ergonomic Executive Office Chair XL,Furniture,Office,LG,14513.0,11865.68,4.23,2023-10-28
713,Noise Buds VS102 Silver,Electronics,Audio,Noise,1957.25,1619.44,3.95,2023-12-22
714,Noise Ultra 2 Pro,Electronics,Wearables,Noise,2767.25,1775.42,3.64,2022-02-28
715,Apple MacBook Air M2 Pro,Laptops,Thin & Light,Apple,114670.41,80007.68,4.99,2023-12-26
716,Puma Women Leggings Blue,Fashion,Women Apparel,Puma,710.73,480.9,2.98,2022-07-10
717,HP 250 G8 Edition,Laptops,Budget Laptops,HP,30043.14,24696.12,4.51,2023-03-09
718,Philips Air Fryer HD9200 Edition,Home Appliances,Kitchen,Philips,7664.54,4980.48,3.04,2023-03-28
719,Samsung Galaxy S23 FE XL,Mobiles,Smartphones,Samsung,17225.88,11533.05,2.57,2022-05-31
720,Nivea Roll-On Deodorant Silver,Beauty,Skincare,Nivea,342.29,235.4,4.62,2023-06-25
721,Philips Beard Trimmer Series 3000 128GB,Beauty,Personal Care,Philips,1671.74,1170.7,2.7,2023-03-01
722,Puma Track Pants XL,Fashion,Apparel,Puma,844.52,627.48,4.06,2023-12-22
723,Apple MacBook Air M1 256GB,Laptops,Thin & Light,Apple,161396.12,97115.36,3.07,2022-04-07
724,boAt Car Charger Blue,Mobiles,Accessories,boAt,625.35,530.0,4.16,2023-12-23
725,LG Direct Cool Refrigerator,Home Appliances,Cooling,LG,38653.89,25336.02,2.83,2023-10-11
726,Apple iPhone 12 Pack of 2,Mobiles,Smartphones,Apple,117534.69,88194.21,2.65,2023-09-05
727,Ergonomic Executive Office Chair XL,Furniture,Office,LG,12540.84,10380.46,4.77,2022-08-07
728,Samsung Galaxy A54 128GB,Mobiles,Smartphones,Samsung,36071.09,25433.14,4.07,2023-07-03
729,HP Pavilion Gaming Black,Laptops,Gaming Laptops,HP,68134.25,46346.7,3.53,2022-06-03
730,Noise Buds VS102 Black,Electronics,Audio,Noise,1980.08,1736.84,3.9,2023-10-03
731,boAt Stone 352 Speaker Pro,Electronics,Audio,boAt,3899.67,3061.15,4.77,2023-03-10
732,Samsung Galaxy S23 FE Pack of 2,Mobiles,Smartphones,Samsung,29208.99,18644.03,3.66,2022-12-09
733,Metal Bookshelf Pack of 2,Furniture,Office,LG,9342.39,7258.61,3.35,2023-10-14
734,LG 260L Double Door Refrigerator 256GB,Home Appliances,Cooling,LG,43727.49,35399.83,3.78,2024-02-14
735,Apple iPhone 15 Pro XL,Mobiles,Smartphones,Apple,70211.49,49006.25,3.74,2023-11-07
736,Fortune Sunflower Oil 5L Blue,Grocery,Staples,Prestige,784.34,616.96,3.55,2022-02-20
737,LG 1.5 Ton 5 Star AI Dual Inverter Split AC Edition,Home Appliances,Cooling,LG,25069.29,21756.75,4.08,2023-08-26
738,Samsung Galaxy M14 5G Silver,Mobiles,Smartphones,Samsung,47701.21,32645.73,4.49,2023-02-15
739,HP Victus 15 V2,Laptops,Gaming Laptops,HP,79788.12,65246.6,3.14,2022-06-15
740,Puma Running Shoes,Fashion,Men Footwear,Puma,4537.97,3659.22,2.68,2022-11-10
741,Puma Sports Jacket Edition,Fashion,Apparel,Puma,2631.03,2090.25,2.73,2024-02-13
742,boAt Rockerz 255 Edition,Electronics,Audio,boAt,3902.24,2382.6,4.4,2022-08-11
743,Philips Beard Trimmer Series 3000 Pro,Beauty,Personal Care,Philips,2269.05,1391.03,4.47,2022-02-20
744,Prestige Sandwich Maker XL,Home Appliances,Kitchen,Prestige,2778.95,1990.25,2.56,2023-10-15
745,HP Victus 15 Blue,Laptops,Gaming Laptops,HP,64361.62,42805.16,3.75,2022-03-07
746,Apple MacBook Air M2 Pack of 2,Laptops,Thin & Light,Apple,118090.14,73346.53,4.47,2023-11-08
747,Metal Bookshelf Edition,Furniture,Office,LG,8474.0,5873.15,4.3,2023-04-09
748,Puma T-shirt XL,Fashion,Apparel,Puma,1603.07,1023.84,2.97,2022-11-06
749,Philips Air Fryer HD9200 Black,Home Appliances,Kitchen,Philips,5523.77,4703.26,2.81,2022-02-19
750,Noise ColorFit Pro 4 V2,Electronics,Wearables,Noise,4599.92,2776.66,3.01,2023-12-30
751,Fortune Sunflower Oil 5L Pro,Grocery,Staples,Prestige,808.3,557.62,4.27,2022-03-08
752,Ergonomic Executive Office Chair Pack of 2,Furniture,Office,LG,9440.91,6182.1,2.98,2023-12-14
753,Philips Hair Straightener Pro,Beauty,Personal Care,Philips,1238.31,912.68,4.17,2022-10-21
754,Noise Buds VS102 256GB,Electronics,Audio,Noise,2211.94,1944.46,2.89,2023-07-14
755,Apple MacBook Air M2 XL,Laptops,Thin & Light,Apple,118973.39,76163.73,4.66,2023-08-28
756,Puma Softride Rift XL,Fashion,Men Footwear,Puma,3804.36,2743.94,4.05,2022-05-07
757,Puma Women Sports Bra Pack of 2,Fashion,Women Apparel,Puma,2559.79,1956.98,2.51,2023-03-18
758,Apple MacBook Air M2 Black,Laptops,Thin & Light,Apple,122743.75,106916.33,3.68,2023-12-22
759,Puma Casual Tee Black,Fashion,Women Apparel,Puma,2014.33,1262.93,4.29,2023-02-08
760,Noise Pulse 2 Max Edition,Electronics,Wearables,Noise,3059.27,2214.48,3.01,2023-03-03
761,Wooden Study Table Edition,Furniture,Office,LG,11092.68,8506.74,4.76,2023-09-08
762,Puma Women Leggings Edition,Fashion,Women Apparel,Puma,1588.39,1163.44,4.88,2023-04-23
763,Puma Track Pants 256GB,Fashion,Apparel,Puma,3187.33,2534.89,3.79,2023-05-17
764,Puma Casual Tee XL,Fashion,Women Apparel,Puma,2664.12,1969.25,3.13,2023-06-09
765,Noise Pulse 2 Max Black,Electronics,Wearables,Noise,4477.1,2687.88,2.93,2022-08-17
766,Apple iPhone 15 Pro V2,Mobiles,Smartphones,Apple,77346.82,54362.16,2.52,2024-02-18
767,Prestige Pressure Cooker 5L Silver,Home Appliances,Kitchen,Prestige,2061.1,1561.19,3.96,2022-11-17
768,Apple iPhone 15 Pro Blue,Mobiles,Smartphones,Apple,50561.03,37154.16,4.98,2023-01-09
769,Philips 750W Mixer Grinder 128GB,Home Appliances,Kitchen,Philips,4790.79,3381.57,2.59,2022-08-19
770,HP Victus 15 XL,Laptops,Gaming Laptops,HP,86438.74,74661.3,4.7,2022-10-10
771,Puma T-shirt Blue,Fashion,Apparel,Puma,2630.46,1625.28,4.54,2022-05-25
772,Prestige Pressure Cooker 5L XL,Home Appliances,Kitchen,Prestige,1518.07,1156.47,4.57,2024-01-04
773,boAt Car Charger 128GB,Mobiles,Accessories,boAt,1553.01,1277.33,3.76,2023-12-17
774,HP Omen 16 Pack of 2,Laptops,Gaming Laptops,HP,91105.66,72233.23,2.51,2022-10-16
775,Puma Women Sports Bra Black,Fashion,Women Apparel,Puma,1623.11,1117.35,3.81,2022-12-21
776,Prestige Pressure Cooker 5L Silver,Home Appliances,Kitchen,Prestige,1435.82,1175.11,2.81,2022-07-28
777,boAt Stone 352 Speaker 256GB,Electronics,Audio,boAt,1619.93,1241.67,4.99,2023-09-30
778,Prestige Sandwich Maker Blue,Home Appliances,Kitchen,Prestige,1267.98,952.68,2.74,2023-08-28
779,Prestige Pressure Cooker 5L Pro,Home Appliances,Kitchen,Prestige,1855.31,1364.02,4.47,2024-01-27
780,boAt Airdopes 141 128GB,Electronics,Audio,boAt,3912.69,3185.27,4.55,2022-06-22
781,HP Pavilion Gaming V2,Laptops,Gaming Laptops,HP,78876.75,56936.24,4.68,2022-09-02
782,Samsung Galaxy M14 5G Edition,Mobiles,Smartphones,Samsung,32396.84,25779.1,2.93,2023-10-28
783,LG Direct Cool Refrigerator XL,Home Appliances,Cooling,LG,37099.58,27286.44,4.46,2023-06-09
784,Philips Hair Dryer,Beauty,Personal Care,Philips,2840.63,1953.99,3.46,2024-01-18
